Date,Adj Close
2023-09-01,447.78857421875
2023-09-05,445.8532409667969
2023-09-06,442.8560485839844
2023-09-07,441.4963684082031
2023-09-08,442.16131591796875
2023-09-11,445.0692443847656
2023-09-12,442.62774658203125
2023-09-13,443.1438903808594
2023-09-14,446.9648132324219
2023-09-15,441.57965087890625
2023-09-18,441.838623046875
2023-09-19,440.92230224609375
2023-09-20,436.8687744140625
2023-09-21,429.6480407714844
2023-09-22,428.6819763183594
2023-09-25,430.4846496582031
2023-09-26,424.1602783203125
2023-09-27,424.32958984375
2023-09-28,426.78961181640625
2023-09-29,425.75384521484375
2023-10-02,425.5845031738281
2023-10-03,419.8876037597656
2023-10-04,422.9452209472656
2023-10-05,422.7858581542969
2023-10-06,427.8055114746094
2023-10-09,430.5444030761719
2023-10-10,432.7853088378906
2023-10-11,434.5581359863281
2023-10-12,431.90887451171875
2023-10-13,429.7575988769531
2023-10-16,434.2792663574219
2023-10-17,434.25933837890625
2023-10-18,428.4727783203125
2023-10-19,424.7080383300781
2023-10-20,419.4892272949219
2023-10-23,418.76214599609375
2023-10-24,421.91937255859375
2023-10-25,415.8638916015625
2023-10-26,410.88409423828125
2023-10-27,409.0216369628906
2023-10-30,413.9118347167969
2023-10-31,416.51129150390625
2023-11-01,420.9532775878906
2023-11-02,429.0205993652344
2023-11-03,432.9347229003906
2023-11-06,433.9306640625
2023-11-07,435.1656494140625
2023-11-08,435.484375
2023-11-09,432.088134765625
2023-11-10,438.8307800292969
2023-11-13,438.4125061035156
2023-11-14,446.91802978515625
2023-11-15,447.8641662597656
2023-11-16,448.4119567871094
2023-11-17,448.9696960449219
2023-11-20,452.4256896972656
2023-11-21,451.4396667480469
2023-11-22,453.1826171875
2023-11-24,453.4614562988281
2023-11-27,452.6448059082031
2023-11-28,453.09295654296875
2023-11-29,452.7742614746094
2023-11-30,454.5570373535156
2023-12-01,457.24615478515625
2023-12-04,454.84588623046875
2023-12-05,454.7562255859375
2023-12-06,452.9236755371094
2023-12-07,456.3796691894531
2023-12-08,458.3417053222656
2023-12-11,460.12445068359375
2023-12-12,462.2259521484375
2023-12-13,468.60009765625
2023-12-14,470.10400390625
2023-12-15,469.3299865722656
2023-12-18,471.9700012207031
2023-12-19,474.8399963378906
2023-12-20,468.260009765625
2023-12-21,472.70001220703125
2023-12-22,473.6499938964844
2023-12-26,475.6499938964844
2023-12-27,476.510009765625
2023-12-28,476.69000244140625
2023-12-29,475.30999755859375
